2	2.9903990399039904
3	5.495099019803961
4	8.31339401820546
5	11.428971588635454
6	14.74297148574287
7	18.261656994196517
8	21.82067447213049
9	25.492994395516412
10	29.327895105595037
11	33.142842842842846
12	37.35759335268796
13	41.408590308370044
14	45.55291879443276
15	49.94892849989986
16	54.24376564847271
17	58.256410256410255
18	62.784133026144445
19	67.4663394109397
20	72.01392646027452
21	76.70541082164328
22	81.34091592343923
23	85.91962317097615
24	91.2527813972136
25	95.4093825180433
26	100.29854636591479
27	105.26288349709245
28	109.86523613757144
29	114.91075010028078
30	119.74395747668238
31	124.78595787362086
32	129.81091383288194
33	135.38954654895667
34	140.21280224741648
35	144.9360826811158
36	149.73978926241847
37	155.66107988759535
38	161.0801967278932
39	165.89680786990564
40	170.6534484489509
41	176.06124497991968
42	181.78632392810522
43	187.15354488853183
44	192.8878176157477
45	197.83286460425873
46	203.73571069814165
47	208.30550532449266
48	213.8472822264644
49	220.27843649517686
50	225.79218169028238
51	229.23306532663315
52	236.73937079103428
53	242.44119420989145
54	247.57313762943602
55	252.26201488035392
56	258.83147310206135
57	263.0644609814964
58	269.55114150658756
59	277.45664856165763
60	280.42309626798107
61	286.5164989939638
62	291.55206761243585
63	298.2819480780841
64	303.8503572506793
65	310.34158615136874
66	315.05938600905887
67	320.63176967988727
68	327.08728480821503
69	332.2928916633105
70	338.90423925083076
71	345.6159113796576
72	348.82193574378084
73	356.8305801772764
74	362.73708068902994
75	369.00191416481965
76	373.2225692695214
77	380.8339379282547
78	384.67257885720045
79	391.7357387623463
80	397.98770285253505
81	405.37389112903224
82	409.33682830930536
83	417.1335954829603
84	420.37047494201875
85	427.9614764017749
86	434.92304589006557
87	439.0495259229373
88	446.25421164127914
89	452.1843220338983
90	458.00282514377966
91	462.9705348133199
92	469.5495004541326
93	477.29895034315706
94	481.3961845159988
95	488.60377548960224
96	494.5693084300858
97	499.6983037156704
98	505.86741391497526
99	511.94395071702684
100	518.8193111806888
